Stimulus,Variant,Seconds,Node0,Node1,Label
light,classicLSTM,2,2.519424677,-3.902881622,0
light,classicLSTM,2,-1.829398155,1.494846821,1
light,classicLSTM,2,2.512426138,-3.882212162,0
light,classicLSTM,2,2.56606555,-3.950041771,0
light,classicLSTM,2,2.732446432,-4.14641428,0
light,classicLSTM,2,3.529581785,-5.145548344,0
light,classicLSTM,2,2.986198664,-4.470121861,0
light,classicLSTM,2,2.541716576,-3.925278664,0
light,classicLSTM,2,-2.42513895,2.329955578,1
light,classicLSTM,2,-2.408459187,2.324131966,1
light,classicLSTM,2,2.083790064,-3.349703312,0
light,classicLSTM,2,1.827824116,-3.018904448,0
light,classicLSTM,2,3.001746893,-4.487492561,0
light,classicLSTM,2,2.12443924,-3.409327984,0
light,classicLSTM,2,1.860438824,-3.070641518,0
light,classicLSTM,2,3.173394918,-4.694097996,0
light,classicLSTM,2,2.445796728,-3.792715073,0
light,classicLSTM,2,2.081245899,-3.368829966,0
light,classicLSTM,2,2.580718279,-3.976026058,0
light,classicLSTM,2,2.704255342,-4.120917797,0
light,classicLSTM,2,1.465704918,-2.522112131,0
light,classicLSTM,2,3.229562283,-2.208711863,0
light,classicLSTM,2,-0.063581109,1.403389454,1
light,classicLSTM,2,2.995835781,-1.992538929,0
light,classicLSTM,2,3.393620014,-2.355880499,0
light,classicLSTM,2,3.198758125,-2.232687712,0
light,classicLSTM,2,3.998364925,-2.948213816,0
light,classicLSTM,2,-0.26436913,1.633902907,1
light,classicLSTM,2,3.554791451,-2.56481576,0
light,classicLSTM,2,3.632813454,-2.59292984,0
light,classicLSTM,2,3.796977043,-2.759446859,0
light,classicLSTM,2,-0.661220193,2.031246662,1
light,classicLSTM,2,-0.209213734,1.570103049,1
light,classicLSTM,2,1.869515538,-0.841713786,0
light,classicLSTM,2,3.150053501,-2.144637585,0
light,classicLSTM,2,3.662170887,-2.616912365,0
light,classicLSTM,2,4.24476862,-3.184092283,0
light,classicLSTM,2,2.465932369,-1.46922648,0
light,classicLSTM,2,3.3553195,-2.35682416,0
light,classicLSTM,2,0.327139258,0.992996872,1
light,classicLSTM,2,3.027002096,-2.007792234,0
light,classicLSTM,2,3.556835651,-2.545800209,0
light,classicLSTM,2,3.958669662,-2.89819169,0
light,classicLSTM,2,2.907082558,-1.91701293,0
light,classicLSTM,2,3.409695148,-2.369193554,0
light,classicLSTM,2,3.70715189,-2.665585041,0
light,classicLSTM,2,2.869864464,-1.855403423,0
light,classicLSTM,2,2.311381578,-1.29323566,0
light,classicLSTM,2,-0.043934107,1.395218372,1
light,classicLSTM,2,2.996105909,-1.978035688,0
light,classicLSTM,2,4.540807247,-3.457380295,0
light,classicLSTM,2,3.038234234,-2.017742395,0
light,classicLSTM,2,2.186306715,-1.176549315,0
light,classicLSTM,2,3.817493439,-2.786173344,0
light,classicLSTM,2,-0.247141957,1.626991153,1
light,classicLSTM,2,2.670550346,-1.634033442,0
light,classicLSTM,2,3.793718338,-2.748026371,0
light,classicLSTM,2,-0.022441983,1.355219126,1
light,classicLSTM,2,3.87141037,-2.824999094,0
light,classicLSTM,2,3.312666416,-2.28854394,0
light,classicLSTM,2,3.827515125,-2.72863245,0
light,classicLSTM,2,2.611004353,-2.326331139,0
light,classicLSTM,2,2.890051365,-2.63001132,0
light,classicLSTM,2,-1.739702344,2.323941469,1
light,classicLSTM,2,2.077778339,-1.762316704,0
light,classicLSTM,2,3.014522552,-2.759361982,0
light,classicLSTM,2,-1.565876842,2.154025316,1
light,classicLSTM,2,3.025094032,-2.772482157,0
light,classicLSTM,2,-2.149973392,2.773508072,1
light,classicLSTM,2,3.140207767,-2.89074254,0
light,classicLSTM,2,2.912604332,-2.650861025,0
light,classicLSTM,2,2.818552494,-2.551959753,0
light,classicLSTM,2,3.209915638,-2.965286255,0
light,classicLSTM,2,3.047907352,-2.801589012,0
light,classicLSTM,2,3.496389389,-3.267077208,0
light,classicLSTM,2,1.002911091,-0.617903233,0
light,classicLSTM,2,2.779020309,-2.510659695,0
light,classicLSTM,2,1.124799728,-0.772383273,0
light,classicLSTM,2,-2.041719437,2.64823842,1
light,classicLSTM,2,2.560269356,-2.288838148,0
light,classicLSTM,2,2.853200436,-2.588669777,0
light,classicLSTM,2,2.960710049,-2.701874971,0
light,classicLSTM,2,-1.843801379,2.449695587,1
light,classicLSTM,2,-2.072452545,2.690367937,1
light,classicLSTM,2,2.888962746,-2.629304409,0
light,classicLSTM,2,3.669588566,-3.466366053,0
light,classicLSTM,2,3.069390297,-2.819172382,0
light,classicLSTM,2,-1.915241599,2.523314953,1
light,classicLSTM,2,2.947795391,-2.689332724,0
light,classicLSTM,2,1.766801596,-1.433280468,0
light,classicLSTM,2,3.064268589,-2.81021595,0
light,classicLSTM,2,2.40711689,-2.113912106,0
light,classicLSTM,2,2.079284668,-1.760140896,0
light,classicLSTM,2,3.373401165,-3.139805555,0
light,classicLSTM,2,3.055627823,-2.804750919,0
light,classicLSTM,2,5.188466549,-5.082273006,0
light,classicLSTM,2,2.526501894,-2.246762276,0
light,classicLSTM,2,3.72692728,-3.516405582,0
light,classicLSTM,2,3.575737953,-3.340450048,0
light,classicLSTM,2,2.689507484,-2.412676811,0
light,classicLSTM,2,2.308842182,-2.011404276,0
light,classicLSTM,2,2.730005741,-2.453260422,0
light,classicLSTM,2,-2.152667046,2.774744511,1
light,classicLSTM,2,2.652776718,-2.382991791,0
light,classicLSTM,2,3.129226685,-2.883406639,0
light,classicLSTM,2,3.007217884,-2.756298542,0
light,classicLSTM,2,-2.044034958,2.656849861,1
light,classicLSTM,2,2.760645866,-2.494208097,0
light,classicLSTM,2,2.91478014,-2.63949132,0
light,classicLSTM,2,3.33261776,-3.098940611,0
light,classicLSTM,2,3.114046097,-2.861709118,0
light,classicLSTM,2,-1.886670709,2.487577677,1
light,classicLSTM,2,3.487193584,-3.257590294,0
light,classicLSTM,2,-1.805641055,2.40909481,1
light,classicLSTM,2,2.325564861,-2.020002127,0
light,classicLSTM,2,3.358689785,-3.122978687,0
light,classicLSTM,2,2.460802555,-2.176911116,0
light,classicLSTM,2,2.202533722,-1.903621435,0
light,classicLSTM,2,2.253186226,-1.957767963,0
light,classicLSTM,2,3.12634325,-2.878456354,0
light,classicLSTM,2,-1.821809888,2.424801826,1
light,classicLSTM,2,3.470940113,-2.103500128,0
light,classicLSTM,2,4.319397926,-2.935208082,0
light,classicLSTM,2,-1.517549992,2.82411027,1
light,classicLSTM,2,3.268698692,-1.900170326,0
light,classicLSTM,2,3.802509069,-2.431161404,0
light,classicLSTM,2,3.862181902,-2.489597082,0
light,classicLSTM,2,3.055830717,-1.685253382,0
light,classicLSTM,2,3.42491293,-2.054502964,0
light,classicLSTM,2,4.054591656,-2.675649166,0
light,classicLSTM,2,3.302497625,-1.93601346,0
light,classicLSTM,2,3.769359589,-2.398737431,0
light,classicLSTM,2,3.201320887,-1.82631731,0
light,classicLSTM,2,-1.537395716,2.839323759,1
light,classicLSTM,2,2.774720669,-1.400543928,0
light,classicLSTM,2,-1.525945663,2.838282824,1
light,classicLSTM,2,3.722017527,-2.351553679,0
light,classicLSTM,2,4.18710804,-2.807300806,0
light,classicLSTM,2,4.301915646,-2.917229414,0
light,classicLSTM,2,-1.919181108,3.226563692,1
light,classicLSTM,2,3.19505477,-1.830086231,1
light,classicLSTM,2,2.218846798,-0.838366807,0
light,classicLSTM,2,-1.732255936,3.04701829,1
light,classicLSTM,2,2.793590069,-1.4161551,0
light,classicLSTM,2,3.04247117,-1.6737535,0
light,classicLSTM,2,3.936298132,-2.562454462,0
light,classicLSTM,2,3.023589373,-1.665715694,0
light,classicLSTM,2,3.234733582,-1.86721015,0
light,classicLSTM,2,4.19315958,-2.813676834,0
light,classicLSTM,2,3.715710402,-2.343353748,0
light,classicLSTM,2,-1.740970612,3.053765535,1
light,classicLSTM,2,4.228157997,-2.855666637,0
light,classicLSTM,2,3.115772486,-1.749677658,0
light,classicLSTM,2,2.275091887,-0.896166503,0
light,classicLSTM,2,-1.916560411,3.223153591,1
light,classicLSTM,2,3.151704311,-1.778976917,0
light,classicLSTM,2,3.953136921,-2.578827143,0
light,classicLSTM,2,3.822445869,-2.45009017,0
light,classicLSTM,2,3.022255898,-1.675158739,0
light,classicLSTM,2,3.517735004,-2.148933172,0
light,classicLSTM,2,3.550722599,-2.180605412,0
light,classicLSTM,2,1.859150648,-4.238564968,0
light,classicLSTM,2,1.616234064,-3.983670473,0
light,classicLSTM,2,1.738576651,-4.118395329,0
light,classicLSTM,2,2.652131319,-5.125343323,0
light,classicLSTM,2,1.330230474,-3.656539917,0
light,classicLSTM,2,1.687181234,-4.06612587,0
light,classicLSTM,2,-3.461965084,1.366928577,1
light,classicLSTM,2,1.717077017,-4.094625473,0
light,classicLSTM,2,1.920683384,-4.30236721,0
light,classicLSTM,2,1.373260498,-3.698016405,0
light,classicLSTM,2,2.21552372,-4.646975994,0
light,classicLSTM,2,-2.636906147,0.530486763,1
light,classicLSTM,2,1.945778608,-4.351464272,0
light,classicLSTM,2,-2.116391182,-0.016433597,1
light,classicLSTM,2,-3.215712547,1.107774496,1
light,classicLSTM,2,1.690257788,-4.066080093,0
light,classicLSTM,2,2.453681469,-4.865076065,0
light,classicLSTM,2,1.450473785,-3.803530693,0
light,classicLSTM,2,-3.054825306,0.961998761,1
light,classicLSTM,2,2.121276855,-4.541471004,0
light,classicLSTM,2,2.202289343,-4.629610062,0
light,classicLSTM,2,1.809511423,-4.183532238,0
light,classicLSTM,2,-3.335249901,1.240510941,1
light,classicLSTM,2,2.052037239,-4.465685844,0
light,classicLSTM,2,1.584351301,-3.945613384,0
light,classicLSTM,2,2.793885708,-5.274292469,0
light,classicLSTM,2,0.887978673,-3.164535761,0
light,classicLSTM,2,1.839240074,-4.229129314,0
light,classicLSTM,2,2.407084942,-4.856842041,0
light,classicLSTM,2,-3.856834173,1.771654844,1
light,classicLSTM,2,1.210453272,-3.537426949,0
light,classicLSTM,2,1.37627387,-3.715271473,0
light,classicLSTM,2,1.817183733,-4.195996284,0
light,classicLSTM,2,2.046956062,-4.45421505,0
light,classicLSTM,2,-3.457521439,1.37943697,1
light,classicLSTM,2,1.263700724,-3.590039492,0
light,classicLSTM,2,1.197690248,-3.519862175,0
light,classicLSTM,2,1.510813236,-3.86963892,0
light,classicLSTM,2,0.099515438,-2.428635359,0
light,classicLSTM,2,0.976767778,-3.283286572,0
light,classicLSTM,2,3.321983576,-3.254524231,0
light,classicLSTM,2,-2.168237925,1.064024806,1
light,classicLSTM,2,2.658927917,-2.740653038,0
light,classicLSTM,2,3.178730011,-3.143693924,0
light,classicLSTM,2,2.527926445,-2.637550592,0
light,classicLSTM,2,3.09238863,-3.07701993,0
light,classicLSTM,2,3.078856468,-3.06904459,0
light,classicLSTM,2,1.92817688,-2.166971922,0
light,classicLSTM,2,2.887561321,-2.920889854,0
light,classicLSTM,2,3.104751349,-3.086765289,0
light,classicLSTM,2,3.325345755,-3.257129192,0
light,classicLSTM,2,2.673767567,-2.752519846,0
light,classicLSTM,2,0.737707198,-1.640823126,0
light,classicLSTM,2,3.001437664,-3.006751776,0
light,classicLSTM,2,2.786883354,-2.843528748,0
light,classicLSTM,2,3.406402588,-3.318744421,0
light,classicLSTM,2,-1.500608444,0.528740764,1
light,classicLSTM,2,1.856301785,-2.113850117,0
light,classicLSTM,2,1.095907688,-1.483282208,0
light,classicLSTM,2,3.461874723,-3.366700411,0
light,classicLSTM,2,2.612321854,-2.705769539,0
light,classicLSTM,2,1.943077803,-2.172374725,0
light,classicLSTM,2,3.662547588,-3.515343428,0
light,classicLSTM,2,3.192349434,-3.153739452,0
light,classicLSTM,2,-1.712752819,0.705351472,1
light,classicLSTM,2,2.706429243,-2.773524284,0
light,classicLSTM,2,3.348140955,-3.274683952,0
light,classicLSTM,2,2.443511009,-2.565891743,0
light,classicLSTM,2,-2.054607868,0.972809076,1
light,classicLSTM,2,2.556912184,-2.659751892,0
light,classicLSTM,2,-1.799254179,0.771555424,1
light,classicLSTM,2,1.370015383,-1.724608898,0
light,classicLSTM,2,2.789476395,-2.842120886,0
light,classicLSTM,2,3.092667103,-3.077935457,0
light,classicLSTM,2,-2.011718035,0.9365803,1
light,classicLSTM,2,3.712977409,-3.555339098,0
light,classicLSTM,2,3.191545963,-3.1556952,0
light,classicLSTM,2,2.213884592,-2.388862848,0
light,classicLSTM,2,-2.123471498,1.018573165,1
light,classicLSTM,2,-1.755951881,0.73442018,1
light,classicLSTM,2,-1.947109938,0.861399412,1
light,classicLSTM,2,2.40076232,-2.535896778,0
light,classicLSTM,2,2.079699278,-2.28173852,0
light,classicLSTM,2,2.51137805,-2.620082378,0
light,classicLSTM,2,3.428546667,-3.341032743,0
light,classicLSTM,2,2.457864046,-2.585267305,0
light,classicLSTM,2,2.421341419,-2.555287123,0
light,classicLSTM,2,-2.075324059,0.972351432,1
light,classicLSTM,2,2.991242409,-2.99887681,0
light,classicLSTM,2,3.825044632,-3.640664101,0
light,classicLSTM,2,-1.720438242,0.725003362,1
light,classicLSTM,2,-1.943668604,0.881595135,1
light,classicLSTM,2,2.571080446,-2.6715765,0
light,classicLSTM,2,2.544511318,-2.653946161,0
light,classicLSTM,2,2.217251539,-2.387439013,0
light,classicLSTM,2,2.392486572,-2.527673006,0
light,classicLSTM,2,3.249105692,-3.198451757,0
light,classicLSTM,2,3.347110271,-3.281373739,0
light,classicLSTM,2,3.438631296,-3.343798876,0
light,classicLSTM,2,2.581497669,-2.611065388,0
light,classicLSTM,2,-2.596547842,1.622202635,1
light,classicLSTM,2,0.601520121,-2.02742672,0
light,classicLSTM,2,2.563951015,-4.3197155,0
light,classicLSTM,2,2.209778547,-4.056118965,0
light,classicLSTM,2,2.166017056,-3.831917048,0
light,classicLSTM,2,2.09371686,-3.747570276,0
light,classicLSTM,2,1.815869093,-3.421128511,0
light,classicLSTM,2,1.606383562,-3.178153515,0
light,classicLSTM,2,1.841567039,-3.448754549,0
light,classicLSTM,2,1.790137768,-3.387742758,0
light,classicLSTM,2,-1.397225022,0.36338684,1
light,classicLSTM,2,1.63741827,-3.215117693,0
light,classicLSTM,2,2.273811817,-3.963601589,0
light,classicLSTM,2,-2.610559225,1.643255949,1
light,classicLSTM,2,1.262896776,-2.784683704,0
light,classicLSTM,2,1.765428305,-3.366700649,0
light,classicLSTM,2,-1.988830805,0.972236037,1
light,classicLSTM,2,1.97843194,-3.606330633,0
light,classicLSTM,2,1.496303797,-3.052700281,0
light,classicLSTM,2,0.720060766,-2.179765701,0
light,classicLSTM,2,1.486234665,-3.035077333,0
light,classicLSTM,2,0.943727076,-2.417267799,0
light,classicLSTM,2,2.204572916,-3.884215832,0
light,classicLSTM,2,2.279951572,-3.974893093,0
light,classicLSTM,2,1.726101637,-3.318523645,0
light,classicLSTM,2,2.011365891,-3.612461329,0
light,classicLSTM,2,2.001582861,-3.636869431,0
light,classicLSTM,2,2.494106054,-4.214509487,0
light,classicLSTM,2,1.678369522,-3.264819145,0
light,classicLSTM,2,-2.383721113,1.384167552,1
light,classicLSTM,2,1.324607611,-2.854707479,0
light,classicLSTM,2,1.72873497,-3.316651344,0
light,classicLSTM,2,2.345559597,-4.046756744,0
light,classicLSTM,2,2.04143858,-3.68415308,0
light,classicLSTM,2,1.953116655,-3.588377953,0
light,classicLSTM,2,-2.204066277,1.18516326,1
light,classicLSTM,2,-2.736526012,1.784005761,1
light,classicLSTM,2,1.854154348,-3.47273159,0
light,classicLSTM,2,-2.434859991,1.43343699,1
light,classicLSTM,2,2.425353765,-4.145422459,0
light,classicLSTM,2,-1.826782346,2.957554817,1
light,classicLSTM,2,-0.460226297,1.824310064,1
light,classicLSTM,2,3.444291115,-2.766887188,0
light,classicLSTM,2,4.166273117,-3.579418659,0
light,classicLSTM,2,2.974483728,-2.246528387,0
light,classicLSTM,2,3.077386379,-2.360881567,0
light,classicLSTM,2,2.922344446,-2.179140091,0
light,classicLSTM,2,4.132805824,-3.540934086,0
light,classicLSTM,2,-1.961541891,3.047006607,1
light,classicLSTM,2,3.401701927,-2.715203285,0
light,classicLSTM,2,4.082091331,-3.326687813,0
light,classicLSTM,2,2.657131195,-1.902514219,0
light,classicLSTM,2,3.571139336,-2.901364326,0
light,classicLSTM,2,-1.975010872,3.129356384,1
light,classicLSTM,2,2.535801888,-1.862803459,0
light,classicLSTM,2,4.605571747,-4.070466042,0
light,classicLSTM,2,2.956262589,-2.220761538,0
light,classicLSTM,2,3.547063351,-2.877827406,0
light,classicLSTM,2,3.190865517,-2.462955475,0
light,classicLSTM,2,2.436537504,-1.658159018,0
light,classicLSTM,2,1.679563999,-0.848968744,0
light,classicLSTM,2,3.226163387,-2.519235849,0
light,classicLSTM,2,3.887598753,-3.265175343,0
light,classicLSTM,2,-2.007368088,3.152626991,1
light,classicLSTM,2,4.420085907,-3.786296368,0
light,classicLSTM,2,4.151339054,-3.561166286,0
light,classicLSTM,2,3.742714167,-3.105677128,0
light,classicLSTM,2,3.807321787,-3.179001808,0
light,classicLSTM,2,-1.756094813,2.917135715,1
light,classicLSTM,2,3.797064066,-3.161615849,0
light,classicLSTM,2,2.688862085,-1.868975878,0
light,classicLSTM,2,3.642319918,-2.990220547,0
light,classicLSTM,2,3.367924452,-2.674428701,0
light,classicLSTM,2,-2.080302715,3.275252819,1
light,classicLSTM,2,3.231750965,-2.526699066,0
light,classicLSTM,2,3.577379227,-2.913687944,0
light,classicLSTM,2,-1.906983256,3.082372189,1
light,classicLSTM,2,2.489871025,-1.718206406,0
light,classicLSTM,2,3.522291183,-2.85226059,0
light,classicLSTM,2,3.789719343,-3.154289722,0
light,classicLSTM,2,2.673892736,-3.825294018,0
light,classicLSTM,2,1.820521832,-2.769403219,0
light,classicLSTM,2,1.557504177,-2.414430618,0
light,classicLSTM,2,2.758113384,-3.92723918,0
light,classicLSTM,2,-1.892224908,1.764981747,1
light,classicLSTM,2,-2.810885191,2.891371727,1
light,classicLSTM,2,-1.253935575,0.985052049,1
light,classicLSTM,2,-2.408233643,2.385898113,1
light,classicLSTM,2,2.206134081,-3.252907753,0
light,classicLSTM,2,2.6643188,-3.812773228,0
light,classicLSTM,2,-0.233730286,-0.203823686,1
light,classicLSTM,2,2.515029669,-3.633044958,0
light,classicLSTM,2,-2.484498739,2.48214817,1
light,classicLSTM,2,-0.885648966,0.919772446,0
light,classicLSTM,2,2.198076248,-3.240814447,0
light,classicLSTM,2,2.215679407,-3.26414156,0
light,classicLSTM,2,1.357617617,-2.223057508,0
light,classicLSTM,2,0.101952732,-0.623411775,0
light,classicLSTM,2,2.363783836,-3.445924759,0
light,classicLSTM,2,1.781802535,-2.717615128,0
light,classicLSTM,2,-2.328444481,2.302097559,1
light,classicLSTM,2,2.84803009,-4.036879539,0
light,classicLSTM,2,0.974944353,-1.663892746,0
light,classicLSTM,2,2.879514694,-4.073166847,0
light,classicLSTM,2,-2.160550833,2.07647872,1
light,classicLSTM,2,1.932924032,-2.907306433,0
light,classicLSTM,2,2.201832056,-3.241006136,0
light,classicLSTM,2,2.698405743,-3.85517931,0
light,classicLSTM,2,1.499481678,-2.367675781,0
light,classicLSTM,2,2.415105581,-3.510278225,0
light,classicLSTM,2,2.799300194,-3.978224993,0
light,classicLSTM,2,2.000581741,-2.995295048,0
light,classicLSTM,2,1.637494802,-2.545373201,0
light,classicLSTM,2,2.221852541,-3.273337126,0
light,classicLSTM,2,2.344508171,-3.422589064,0
light,classicLSTM,2,1.380732894,-2.211626768,0
light,classicLSTM,2,2.582013845,-3.713697433,0
light,classicLSTM,2,1.761766672,-2.697208166,0
light,classicLSTM,2,2.847872496,-4.038522244,0
light,classicLSTM,2,2.3787148,-3.465061426,0
light,classicLSTM,2,2.837951183,-3.58511734,0
light,classicLSTM,2,2.259827137,-3.09553051,0
light,classicLSTM,2,-3.069038391,1.430678844,1
light,classicLSTM,2,2.886654854,-3.625350475,0
light,classicLSTM,2,2.564842701,-3.352467537,0
light,classicLSTM,2,-3.187270641,1.525623322,1
light,classicLSTM,2,0.784425974,-1.841781616,0
light,classicLSTM,2,1.792626977,-2.701852322,0
light,classicLSTM,2,2.768861771,-3.527712584,0
light,classicLSTM,2,2.721225262,-3.486957312,0
light,classicLSTM,2,2.980317593,-3.707683325,0
light,classicLSTM,2,1.562910438,-2.500889778,0
light,classicLSTM,2,2.916195869,-3.657616615,0
light,classicLSTM,2,2.00284338,-2.878295422,0
light,classicLSTM,2,2.412882328,-3.230326176,0
light,classicLSTM,2,2.592216969,-3.379005671,0
light,classicLSTM,2,1.728359818,-2.642435312,0
light,classicLSTM,2,2.761553764,-3.520240307,0
light,classicLSTM,2,1.463558078,-2.421542645,0
light,classicLSTM,2,1.99921,-2.876111984,0
light,classicLSTM,2,3.704131126,-4.333260059,0
light,classicLSTM,2,2.361675262,-3.183018446,0
light,classicLSTM,2,2.215096474,-3.059229851,0
light,classicLSTM,2,2.429673672,-3.239877462,0
light,classicLSTM,2,1.561063886,-2.505138159,0
light,classicLSTM,2,3.380867481,-4.0437603,0
light,classicLSTM,2,2.690186501,-3.459169626,0
light,classicLSTM,2,2.358052254,-3.179665565,0
light,classicLSTM,2,2.032533169,-2.905070305,0
light,classicLSTM,2,-2.981557846,1.346978426,1
light,classicLSTM,2,1.734756112,-2.634474278,0
light,classicLSTM,2,2.534950733,-3.326349735,0
light,classicLSTM,2,-3.453761578,1.745720625,1
light,classicLSTM,2,0.87350893,-1.917856216,0
light,classicLSTM,2,1.999862075,-2.877465248,0
light,classicLSTM,2,-3.262729645,1.586912394,1
light,classicLSTM,2,-2.595721245,1.005427837,1
light,classicLSTM,2,2.898039341,-3.636492968,0
light,classicLSTM,2,-3.121163845,1.453016043,1
light,classicLSTM,2,-3.013914585,1.381842375,1
light,classicLSTM,2,3.938569307,-2.37610507,0
light,classicLSTM,2,3.993814945,-2.438112497,0
light,classicLSTM,2,3.602110386,-2.018675327,0
light,classicLSTM,2,3.34134841,-1.717913628,0
light,classicLSTM,2,2.892724276,-1.209810257,0
light,classicLSTM,2,4.114332676,-2.578055859,0
light,classicLSTM,2,5.368299961,-4.271584511,0
light,classicLSTM,2,4.005142212,-2.449736834,0
light,classicLSTM,2,3.988447428,-2.425349951,0
light,classicLSTM,2,4.141919613,-2.607687712,0
light,classicLSTM,2,3.994484663,-2.432158709,0
light,classicLSTM,2,3.961213827,-2.404955626,0
light,classicLSTM,2,-0.023312628,2.17677021,1
light,classicLSTM,2,3.666628122,-2.055399656,0
light,classicLSTM,2,4.098477364,-2.556469917,0
light,classicLSTM,2,4.039625645,-2.486030102,0
light,classicLSTM,2,-0.658678353,3.035904884,1
light,classicLSTM,2,-0.422000349,2.776661158,1
light,classicLSTM,2,4.209955692,-2.687819242,0
light,classicLSTM,2,3.664137602,-2.049021006,0
light,classicLSTM,2,4.154477119,-2.629886389,0
light,classicLSTM,2,4.54694128,-3.095313072,0
light,classicLSTM,2,-0.036236107,2.215234041,1
light,classicLSTM,2,2.455127239,-0.766489923,0
light,classicLSTM,2,4.262003899,-2.774938822,0
light,classicLSTM,2,4.624898434,-3.187131166,0
light,classicLSTM,2,3.745493174,-2.17918849,0
light,classicLSTM,2,4.233905792,-2.709256887,0
light,classicLSTM,2,3.548916817,-1.932519197,0
light,classicLSTM,2,3.893710852,-2.328687191,0
light,classicLSTM,2,-0.729498565,3.157155037,1
light,classicLSTM,2,3.863375664,-2.283838749,0
light,classicLSTM,2,-0.945981801,3.403524637,1
light,classicLSTM,2,-0.981821477,3.487421989,1
light,classicLSTM,2,3.882451773,-2.29689908,0
light,classicLSTM,2,3.711096764,-2.111138105,0
light,classicLSTM,2,4.431547165,-2.950987577,0
light,classicLSTM,2,3.650093794,-2.044856787,0
light,classicLSTM,2,3.180032492,-1.50075388,0
light,classicLSTM,2,-0.097294509,2.380590916,1
light,classicLSTM,2,1.706084609,-1.079585791,0
light,classicLSTM,2,3.426405907,-2.782629013,1
light,classicLSTM,2,2.900170088,-2.339492321,0
light,classicLSTM,2,1.39481461,-0.767243207,0
light,classicLSTM,2,2.792623997,-2.23109889,0
light,classicLSTM,2,0.934454501,-0.372954607,1
light,classicLSTM,2,0.750084043,-0.240462899,1
light,classicLSTM,2,2.742061377,-2.180458307,0
light,classicLSTM,2,2.085012913,-1.497282982,0
light,classicLSTM,2,3.138281822,-2.580195904,0
light,classicLSTM,2,1.133910537,-0.49293527,0
light,classicLSTM,2,4.213930607,-3.546458483,1
light,classicLSTM,2,3.128521442,-2.567542553,0
light,classicLSTM,2,2.997434378,-2.437746763,0
light,classicLSTM,2,3.057497025,-2.504089832,0
light,classicLSTM,2,1.301440001,-0.671163201,0
light,classicLSTM,2,2.980727911,-2.425551653,0
light,classicLSTM,2,2.431922436,-1.850177288,0
light,classicLSTM,2,2.653221369,-2.07423377,0
light,classicLSTM,2,1.675008059,-1.045574307,0
light,classicLSTM,2,1.168276906,-0.837275684,0
light,classicLSTM,2,2.013833523,-1.410468936,0
light,classicLSTM,2,2.835773945,-2.212517262,0
light,classicLSTM,2,0.43303448,0.100332677,1
light,classicLSTM,2,2.267064095,-1.690179586,0
light,classicLSTM,2,2.906382084,-2.351327181,0
light,classicLSTM,2,2.507342815,-1.929401159,0
light,classicLSTM,2,1.932261467,-1.335249424,0
light,classicLSTM,2,3.168682098,-2.61372757,0
light,classicLSTM,2,-0.264637113,0.804020584,1
light,classicLSTM,2,2.55077219,-1.983789921,0
light,classicLSTM,2,1.860017538,-1.326848984,0
light,classicLSTM,2,2.793635845,-2.219195127,0
light,classicLSTM,2,-0.188891888,0.708705008,1
light,classicLSTM,2,0.434605241,0.132447004,1
light,classicLSTM,2,1.960663319,-1.378217459,0
