Stimulus,Variant,Milliseconds,Score,Label
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,0,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,0,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,1,1
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,1,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1600,0,0
light,SVMlinear,1800,1,1
light,SVMlinear,1800,1,1
