Stimulus,Variant,Node0,Node1,Label
both,GRU,-2.875321865,2.838736534,1
both,GRU,-3.253231049,3.213196278,1
both,GRU,2.18061924,-2.434712648,0
both,GRU,-3.267377615,3.246696472,1
both,GRU,-3.021037579,2.99902916,1
both,GRU,-3.061352491,3.01595211,1
both,GRU,2.477455616,-2.782709599,0
both,GRU,-3.131345987,3.07978797,1
both,GRU,-2.441205502,2.972403765,1
both,GRU,-2.356928349,2.942049503,1
both,GRU,-1.810316443,2.651986122,1
both,GRU,4.099740982,-1.697225809,0
both,GRU,4.142244339,-1.66887784,0
both,GRU,4.451817036,-1.87608242,0
both,GRU,-2.449137688,2.993741035,1
both,GRU,4.480891228,-1.887556553,0
both,GRU,4.490967751,-1.884196043,0
both,GRU,4.508867741,-1.89815259,0
both,GRU,4.478261471,-1.888837099,0
both,GRU,-2.319103241,2.913875818,1
both,GRU,-2.509884357,2.996954203,1
both,GRU,-1.714857221,2.641847849,1
both,GRU,4.461964607,-1.880418062,0
both,GRU,-2.256874084,2.895251513,1
both,GRU,-3.295537233,1.299944162,1
both,GRU,1.988521576,-3.914607525,0
both,GRU,1.972715139,-3.882007837,0
both,GRU,1.178879023,-2.789854765,0
both,GRU,-3.505038738,1.55211854,1
both,GRU,-3.355953693,1.463418722,1
both,GRU,-3.431883812,1.451244593,1
both,GRU,1.969909906,-3.878446817,0
both,GRU,-3.349176168,1.355621576,1
both,GRU,-3.164545774,1.050864458,1
both,GRU,1.959341764,-3.809600592,0
both,GRU,1.086037755,-2.824090004,0
both,GRU,-3.319504738,1.366210938,1
both,GRU,1.973610401,-3.955418348,0
both,GRU,-3.35235548,1.335241795,1
both,GRU,1.734219551,-3.629630566,0
both,GRU,2.095299482,-3.609627485,0
both,GRU,2.223926306,-3.78140521,0
both,GRU,1.970611453,-3.402114153,0
both,GRU,-2.2813344,2.779588699,1
both,GRU,-2.021326065,2.280205488,1
both,GRU,-2.254130602,2.727516174,1
both,GRU,2.525823832,-4.172955036,0
both,GRU,2.254308224,-3.82252717,0
both,GRU,-2.284002304,2.786688089,1
both,GRU,-2.35089922,2.87970376,1
both,GRU,1.931388855,-3.378177881,0
both,GRU,-2.038995504,2.324819565,1
both,GRU,2.30320859,-3.89651227,0
both,GRU,-2.208332062,2.574478388,1
both,GRU,-2.418905497,2.983657599,1
both,GRU,2.578447819,-4.236474514,0
both,GRU,-3.234159708,2.039023876,1
both,GRU,2.827300072,-3.647081852,0
both,GRU,3.337084055,-4.070808411,0
both,GRU,-1.756544113,0.641327262,1
both,GRU,-3.417588949,2.216068745,1
both,GRU,-3.371267557,2.177367687,1
both,GRU,-2.939162254,1.749132514,1
both,GRU,3.020799398,-3.843576431,0
both,GRU,1.242160559,-2.274961472,0
both,GRU,0.819902778,-1.880822778,0
both,GRU,-3.020160437,1.817726731,1
both,GRU,-3.470677853,2.287228584,1
both,GRU,3.274880648,-4.020937443,0
both,GRU,3.017488718,-3.835916519,0
both,GRU,-3.483088017,2.27846241,1
both,GRU,3.102292299,-3.905877113,0
both,GRU,3.813220978,-3.237089634,0
both,GRU,3.698376656,-3.094004631,0
both,GRU,-2.087815285,1.676875353,1
both,GRU,-1.784153938,1.253864288,1
both,GRU,3.701822758,-3.10598135,0
both,GRU,-2.158743858,1.755265951,1
both,GRU,-2.36739254,1.913794041,1
both,GRU,3.607757568,-3.005048752,0
both,GRU,-2.275329828,1.806550622,1
both,GRU,3.577406883,-2.979507446,0
both,GRU,-2.135019302,1.700445175,1
both,GRU,3.553994179,-2.951335907,0
both,GRU,-2.461754799,2.02917099,1
both,GRU,0.286275208,-0.22988534,0
both,GRU,3.759174824,-2.02038312,0
both,GRU,3.964721203,-2.153730631,0
both,GRU,-2.823110819,2.219963789,1
both,GRU,-3.575348854,2.667373657,1
both,GRU,-3.415146351,2.561923504,1
both,GRU,4.300783157,-2.35143137,0
both,GRU,-3.23510313,2.465345144,1
both,GRU,-3.426842213,2.627029419,1
both,GRU,2.420087337,-1.189038992,0
both,GRU,-3.591926098,2.665774345,1
both,GRU,-3.03384304,2.381016493,1
both,GRU,4.600125313,-2.522241831,0
both,GRU,4.491263866,-2.461073637,0
both,GRU,5.343914509,-3.072966099,0
both,GRU,4.470006466,-2.463412285,0
both,GRU,-3.418047428,2.605166435,1
both,GRU,3.374054432,-3.255952358,0
both,GRU,-2.120956898,2.670400143,1
both,GRU,2.009444714,-1.550308704,0
both,GRU,-0.280933827,1.011659503,1
both,GRU,3.002448559,-2.730342388,0
both,GRU,-1.021387935,1.401606321,1
both,GRU,1.711945772,-1.449211836,0
both,GRU,-2.094470024,2.627518654,1
both,GRU,3.412733078,-3.274153233,0
both,GRU,-1.943319559,2.493159294,1
both,GRU,3.30431366,-3.12917757,0
both,GRU,-2.031064034,2.554576159,1
both,GRU,-2.135654449,2.663995743,1
both,GRU,3.060302734,-2.813852549,0
both,GRU,-1.709692597,2.239592791,1
both,GRU,3.424497604,-3.314867496,0
both,GRU,-1.291862011,0.759322405,1
both,GRU,3.610942602,-2.656433105,0
both,GRU,3.678428411,-2.734176159,0
both,GRU,-2.609644651,1.682860374,1
both,GRU,-2.356994629,1.507915258,1
both,GRU,-1.785458684,1.098448992,1
both,GRU,3.769571066,-2.732783794,0
both,GRU,-2.60635066,1.694299221,1
both,GRU,3.990616798,-2.848969936,0
both,GRU,3.799857616,-2.747177124,0
both,GRU,3.824556828,-2.767333508,0
both,GRU,-1.374567747,0.789200187,1
both,GRU,-2.803159714,1.827742338,1
both,GRU,-0.98663193,0.533146143,1
both,GRU,3.729982853,-2.710925579,0
both,GRU,3.655993462,-2.636264801,0
both,GRU,-3.83267498,2.469857931,1
both,GRU,-3.967055559,2.591218233,1
both,GRU,1.920478702,-3.348714113,0
both,GRU,-3.899642229,2.531082392,1
both,GRU,-3.866821051,2.502808809,1
both,GRU,-3.89031148,2.517333269,1
both,GRU,3.175153971,-4.313109398,0
both,GRU,3.116879702,-4.305820942,0
both,GRU,3.070051432,-4.283406258,0
both,GRU,2.558732748,-3.88228488,0
both,GRU,-3.806543112,2.444392204,1
both,GRU,-3.723914385,2.370183229,1
both,GRU,-3.83453083,2.467354059,1
both,GRU,2.924828768,-4.178436279,0
both,GRU,3.151302814,-4.318806648,0
both,GRU,3.130657911,-4.317829132,0
both,GRU,4.731078148,-2.536724806,0
both,GRU,-2.698130131,3.524161577,1
both,GRU,-2.793643236,3.569357872,1
both,GRU,4.791863441,-2.608500719,0
both,GRU,4.771682262,-2.575886011,0
both,GRU,4.540255547,-2.335348368,0
both,GRU,-1.667292833,2.802625418,1
both,GRU,4.727811813,-2.533855677,0
both,GRU,-2.851491451,3.611668825,1
both,GRU,4.773095131,-2.582933664,0
both,GRU,-2.844390392,3.622647285,1
both,GRU,-2.831408501,3.620159149,1
both,GRU,-2.841987133,3.674333811,1
both,GRU,4.370631695,-2.198914766,0
both,GRU,-2.638888597,3.48294425,1
both,GRU,4.59396553,-2.404406309,0
both,GRU,3.878820658,-2.724600792,0
both,GRU,-1.084013939,3.387556553,1
both,GRU,3.388758659,-1.880709291,0
both,GRU,-1.255903959,3.55264616,1
both,GRU,3.612996101,-2.221549511,0
both,GRU,-1.184675694,3.515490055,1
both,GRU,-1.199906588,3.502871037,1
both,GRU,3.724317312,-2.402504921,0
both,GRU,3.860668182,-2.753162622,0
both,GRU,3.811768293,-2.557764053,0
both,GRU,-0.809283197,3.066019535,1
both,GRU,-1.361414909,3.701610088,1
both,GRU,3.850909472,-2.631857395,0
both,GRU,-1.325344324,3.638954163,1
both,GRU,-0.591540873,2.823134422,1
both,GRU,3.859424829,-2.646726131,0
both,GRU,0.430136859,-0.638458908,0
both,GRU,-3.014863729,3.112352371,1
both,GRU,-3.013832092,3.042472124,1
both,GRU,3.32520771,-4.0475564,0
both,GRU,-3.074396372,3.042373657,1
both,GRU,-3.155048132,3.176203012,1
both,GRU,-3.115440369,3.144905329,1
both,GRU,2.971413136,-3.521380663,0
both,GRU,3.347495317,-4.064900398,0
both,GRU,-3.175079107,3.198563099,1
both,GRU,3.346033096,-4.077131271,0
both,GRU,3.260775328,-3.916972876,0
both,GRU,3.315478802,-4.008090496,0
both,GRU,3.302083254,-4.13527441,0
both,GRU,-3.076677561,3.057336569,1
both,GRU,-3.179407358,3.148098469,1
both,GRU,-2.544087648,2.3635602,1
both,GRU,-1.345331311,0.617050588,1
both,GRU,-2.538607836,2.363950491,1
both,GRU,1.889227152,-4.042311668,0
both,GRU,1.740171194,-3.840085506,0
both,GRU,-1.642561793,1.091111183,1
both,GRU,2.314016342,-4.477194309,0
both,GRU,-1.023895502,0.175367057,0
both,GRU,-3.084645987,2.625865936,1
both,GRU,3.709321022,-2.734226227,0
both,GRU,-3.178900242,2.764293194,1
both,GRU,-3.133021116,2.732513905,1
both,GRU,3.681387424,-2.723308086,0
both,GRU,2.985006332,-2.403651237,0
both,GRU,-1.608346701,1.068734288,1
both,GRU,4.284207821,-2.005811691,0
both,GRU,4.047131062,-1.911937118,0
both,GRU,4.018936634,-1.90775001,0
both,GRU,-1.93246603,1.248630524,1
both,GRU,-2.329906702,1.490944743,1
both,GRU,-2.211366653,1.439643621,1
both,GRU,-2.368788242,1.677558184,0
both,GRU,-2.494103193,2.252557278,1
both,GRU,2.297981262,-3.764780283,0
both,GRU,-2.669743538,2.449717283,1
both,GRU,2.733463764,-4.407491684,0
both,GRU,2.64812398,-4.290072441,0
both,GRU,-2.633714914,2.41198945,1
both,GRU,2.203520298,-3.636077642,0
both,GRU,-2.604818106,2.38978672,1
both,GRU,3.33328414,-4.009102821,0
both,GRU,-3.491532326,1.821591377,1
both,GRU,3.035452843,-3.655294657,0
both,GRU,-3.209832668,1.632980108,1
both,GRU,-3.38821888,1.747828484,1
both,GRU,-3.94239521,2.339228153,1
both,GRU,3.41581893,-4.145982742,0
both,GRU,3.273279667,-3.938583612,0
both,GRU,1.692006946,-0.279982537,0
both,GRU,-3.07488203,2.996927023,1
both,GRU,-3.027373314,2.964138031,1
both,GRU,4.292756557,-2.209743261,0
both,GRU,-3.130184174,3.052342653,1
both,GRU,-2.138562679,2.283432007,0
both,GRU,-3.172055244,3.068326712,1
both,GRU,4.13160038,-2.085666895,0
both,GRU,-4.964828491,0.436030626,1
both,GRU,3.437644482,-2.850401878,0
both,GRU,-4.931892395,0.433668017,1
both,GRU,3.566154003,-2.81494379,0
both,GRU,3.626076221,-2.72076416,0
both,GRU,-4.898477554,0.407729864,1
both,GRU,3.571919203,-2.793773413,0
both,GRU,-4.987598419,0.472438216,1
both,GRU,3.271609306,-3.328111172,0
both,GRU,3.169082165,-3.009079456,0
both,GRU,3.253047466,-3.244361401,0
both,GRU,-1.923942566,2.951386929,1
both,GRU,3.256552696,-3.252773285,0
both,GRU,-1.840447187,2.859663963,1
both,GRU,-1.867719889,2.916191578,1
both,GRU,-1.843962312,2.88520813,1
both,GRU,4.262098789,-2.07701087,0
both,GRU,-2.519952297,2.385677338,1
both,GRU,-2.464143276,2.327361822,1
both,GRU,4.331456184,-2.113319635,0
both,GRU,3.966464996,-1.967340231,0
both,GRU,-2.399507046,2.268567562,1
both,GRU,4.305427551,-2.103645086,0
both,GRU,-2.49431181,2.35212636,1
both,GRU,-2.815343142,1.788021922,1
both,GRU,2.314598799,-4.300224304,0
both,GRU,-2.921021938,1.927116394,1
both,GRU,2.262667418,-4.217820644,0
both,GRU,2.305875301,-2.397471666,0
both,GRU,2.98333168,-3.051226377,0
both,GRU,-2.430156231,3.04712534,1
both,GRU,-2.516427279,3.080646276,1
both,GRU,2.799199581,-2.891493559,0
both,GRU,-2.347853184,2.935745955,1
both,GRU,3.363911629,-3.436242819,0
both,GRU,-2.507164478,3.094046354,1
both,GRU,-1.599349976,3.382903814,1
both,GRU,-1.583571434,3.388941765,1
both,GRU,-1.484677076,3.295749664,1
both,GRU,-1.542994022,3.35395813,1
both,GRU,4.570808887,-2.165699959,0
both,GRU,4.476226807,-2.075192928,0
both,GRU,4.457081318,-2.036603928,0
both,GRU,4.420916557,-2.003488541,0
both,GRU,-2.76323843,3.326442957,1
both,GRU,1.682611823,-4.957881451,0
both,GRU,1.674561858,-4.943288326,0
both,GRU,0.958859086,-3.138036489,0
both,GRU,-2.505061626,2.903056145,1
both,GRU,-2.760144234,3.317013741,1
both,GRU,1.689576507,-4.948828697,0
both,GRU,-2.688717842,3.214276075,1
both,GRU,-3.691400528,1.292668104,1
both,GRU,2.510689735,-4.028691292,0
both,GRU,-3.648087025,1.229260206,1
both,GRU,2.305868626,-3.848934412,0
both,GRU,2.438711166,-3.96090579,0
both,GRU,2.501939774,-4.022269249,0
both,GRU,-3.675714016,1.293354869,1
both,GRU,-3.69663763,1.269192219,1
both,GRU,-3.395560265,3.18876195,1
both,GRU,3.07479763,-3.435013771,0
both,GRU,-3.254686832,3.046269417,1
both,GRU,3.120629072,-3.424427986,0
both,GRU,3.076666355,-3.396737337,0
both,GRU,3.108443022,-3.406785011,0
both,GRU,-3.208191872,3.035008192,1
both,GRU,-3.179693222,3.002223492,1
both,GRU,-2.745863438,3.060520172,1
both,GRU,-2.688239336,2.950376034,1
both,GRU,2.401444435,-5.312547684,0
both,GRU,2.462417603,-5.332413673,0
both,GRU,-0.358351976,-1.182094097,0
both,GRU,-2.801743507,3.169359207,1
both,GRU,1.688791275,-4.352170467,0
both,GRU,-2.682417631,2.947140217,1
both,GRU,4.253005028,-2.112724304,0
both,GRU,-2.146982193,3.224167347,1
both,GRU,2.522112846,-1.187824011,0
both,GRU,4.562801361,-2.127874374,0
both,GRU,-1.245542884,2.31167531,1
both,GRU,-1.901058555,2.945578575,1
both,GRU,-1.203781247,2.23948431,1
both,GRU,3.836042881,-1.97933507,0
both,GRU,1.546088696,-4.081684589,0
both,GRU,-2.385773897,-0.188866854,0
both,GRU,-3.32186532,1.149215937,1
both,GRU,-3.507215023,1.296397686,1
both,GRU,-3.379956961,1.214482307,1
both,GRU,-3.337118864,1.150191784,1
both,GRU,2.410037041,-4.686549187,0
both,GRU,1.784145355,-4.271381855,0
both,GRU,0.43803978,-3.430049896,0
both,GRU,-3.089354038,0.406877399,1
both,GRU,-2.401891232,-0.229150653,0
both,GRU,1.446444511,-4.450006485,0
both,GRU,-3.301964045,0.644209623,1
both,GRU,-3.105514288,0.421089172,1
both,GRU,-3.40478158,0.775105238,1
both,GRU,0.453131557,-3.454370022,0
both,GRU,4.988018036,-1.055950522,0
both,GRU,-3.346596003,2.716193438,1
both,GRU,5.014616013,-1.061003804,0
both,GRU,-3.656853676,2.608106852,1
both,GRU,5.144967079,-0.963274241,0
both,GRU,5.024917603,-1.063941717,0
both,GRU,-3.332537889,2.499009371,1
both,GRU,-3.205313921,2.467255831,1
both,GRU,2.797537327,-2.619681358,0
both,GRU,-3.675594807,1.473391771,1
both,GRU,3.073140383,-2.859671593,0
both,GRU,3.008588791,-2.80774498,0
both,GRU,-3.689905882,1.491185188,1
both,GRU,-3.708224773,1.49475646,1
both,GRU,2.841626883,-2.664872169,0
both,GRU,-3.574436665,1.411074638,1
both,GRU,3.454191923,-3.607415438,0
both,GRU,-3.647770882,1.804880381,1
both,GRU,3.431397438,-3.585183144,0
both,GRU,-3.646082401,1.717491865,1
both,GRU,3.070717335,-3.309336424,0
both,GRU,-3.890421867,1.837287426,1
both,GRU,-2.804414034,2.737309456,1
both,GRU,-2.626445532,2.242323399,1
both,GRU,2.853195667,-3.957754612,0
both,GRU,-2.796751499,2.697134972,1
both,GRU,2.655465126,-3.735357285,0
both,GRU,1.320405245,-1.770324111,0
both,GRU,-3.775869608,2.425551414,1
both,GRU,-3.688270092,2.369878054,1
both,GRU,-3.578649044,2.309418201,1
both,GRU,4.111688137,-3.002067328,0
both,GRU,4.012104034,-2.942396402,0
both,GRU,3.994617462,-2.933505774,0
both,GRU,4.067251682,-2.978961229,0
both,GRU,-3.553661346,2.29774642,1
both,GRU,2.863943577,-3.868781567,0
both,GRU,-3.53119421,2.409695625,1
both,GRU,2.861037254,-3.90273428,0
both,GRU,-3.821083546,2.727874279,1
both,GRU,-3.851438999,2.752185822,1
both,GRU,2.782308578,-3.737768173,0
both,GRU,2.282020569,-3.430019856,0
both,GRU,-3.935771942,2.839541912,1
both,GRU,-1.734742761,4.529337883,1
both,GRU,-1.798539281,4.582159042,1
both,GRU,-1.307437539,4.205561638,1
both,GRU,4.5313344,-2.517466307,0
both,GRU,4.421935558,-2.274654627,0
both,GRU,4.325073719,-2.189927578,0
both,GRU,-1.193848729,4.075716019,1
both,GRU,4.350385666,-2.19762063,0
both,GRU,-3.867510796,2.511618853,1
both,GRU,2.798865795,-3.20550251,0
both,GRU,3.304878235,-3.587891579,0
both,GRU,2.905647516,-3.295692682,0
both,GRU,-3.931142569,2.712191582,1
both,GRU,-3.720408678,2.36466217,1
both,GRU,-3.79652977,2.469020128,1
both,GRU,3.057338238,-3.412855148,0
both,GRU,-3.061598063,3.765316486,1
both,GRU,-3.116976976,3.80918026,1
both,GRU,-3.080127954,3.786467075,1
both,GRU,2.701624155,-4.044249535,0
both,GRU,2.422078848,-3.741266727,0
both,GRU,2.701465368,-4.093045712,0
both,GRU,2.677533627,-4.105086327,0
both,GRU,-3.013834476,3.70810318,1
both,GRU,1.602630496,-4.367740154,0
both,GRU,-4.845478058,1.228706598,1
both,GRU,-4.995085716,1.189851046,1
both,GRU,1.787339568,-5.082497597,0
both,GRU,-4.736145496,1.282111883,1
both,GRU,-0.597722173,-1.88076973,0
both,GRU,-4.851947308,1.222774982,1
both,GRU,1.574048519,-4.264962196,0
both,GRU,1.411451459,-3.754286766,0
both,GRU,2.047461033,-4.560246468,0
both,GRU,-3.133305788,1.959667683,1
both,GRU,2.109972,-4.666081429,0
both,GRU,-3.464319468,2.325706482,1
both,GRU,-3.34681344,2.14025116,1
both,GRU,1.994886994,-4.476250172,0
both,GRU,-3.339907408,2.225625277,1
both,GRU,4.808657646,-1.725600719,0
both,GRU,4.723623753,-1.725689173,0
both,GRU,-1.481168985,3.262923002,1
both,GRU,4.734999657,-1.720340967,0
